Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Grupo de edad (product.metafields.shopify.age-group),Artículos de salud para bebés incluidos (product.metafields.shopify.baby-health-items-included),Características del vigilabebés (product.metafields.shopify.baby-monitor-features),Características del mobiliario para niños pequeños/bebés (product.metafields.shopify.baby-toddler-furniture-features),Características de sillas para niños pequeños/bebés (product.metafields.shopify.baby-toddler-seat-features),Características de la bolsa/caja (product.metafields.shopify.bag-case-features),Material de la bolsa/caja (product.metafields.shopify.bag-case-material),Características de almacenamiento de la bolsa/caja (product.metafields.shopify.bag-case-storage-features),Instrucciones de cuidado (product.metafields.shopify.care-instructions),Opciones de transporte (product.metafields.shopify.carry-options),Posiciones de transporte (product.metafields.shopify.carrying-positions),Instrucciones de limpieza (product.metafields.shopify.cleaning-instructions),Tipo de cierre (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Tecnología de conectividad (product.metafields.shopify.connectivity-technology),Tipo de control (product.metafields.shopify.control-type),Características de desarrollo (product.metafields.shopify.developmental-features),Características del organizador de pañales (product.metafields.shopify.diaper-organizer-features),Modo de color de pantalla (product.metafields.shopify.display-color-mode),Tecnología de pantalla (product.metafields.shopify.display-technology),Tejido (product.metafields.shopify.fabric),Mecanismo de plegado (product.metafields.shopify.folding-mechanism),Material de muebles/componentes (product.metafields.shopify.furniture-fixture-material),Grupo de edad de infantes (product.metafields.shopify.infant-age-group),Material (product.metafields.shopify.material),Tipo de medición (product.metafields.shopify.measuring-type),Tipo de montaje móvil (product.metafields.shopify.mobile-mounting-type),Diseño del nebulizador (product.metafields.shopify.nebulizer-design),Tecnología del nebulizador (product.metafields.shopify.nebulizer-technology),Diseño de chupete/mordedor (product.metafields.shopify.pacifier-teether-design),Características de diseño del patio de juegos (product.metafields.shopify.play-yard-design-features),Portabilidad (product.metafields.shopify.portability),Fuente de alimentación (product.metafields.shopify.power-source),Certificaciones y estándares del producto (product.metafields.shopify.product-certifications-standards),Accesorios para extractores (product.metafields.shopify.pump-accessories),Tipo de rango (product.metafields.shopify.range-type),Grupo de edad recomendado (product.metafields.shopify.recommended-age-group),Tipo de propulsión de juguete para montar (product.metafields.shopify.riding-toy-propulsion-type),Talla del calzado (product.metafields.shopify.shoe-size),Talla (product.metafields.shopify.size),Tiempo del ciclo de esterilización (product.metafields.shopify.sterilization-cycle-time),Método de esterilización (product.metafields.shopify.sterilization-method),Características del cochecito (product.metafields.shopify.stroller-features),Tipo de rueda de cochecito (product.metafields.shopify.stroller-wheel-type),Niveles de succión (product.metafields.shopify.suction-levels),Sexo objetivo (product.metafields.shopify.target-gender),Medición de temperatura (product.metafields.shopify.temperature-measurement),Muestra de prueba (product.metafields.shopify.test-sample),Material del juguete/juego (product.metafields.shopify.toy-game-material),Objetivo de tratamiento (product.metafields.shopify.treatment-objective),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
andador-de-madera-multifuncional-para-bebes-y-ninos-pequenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71IMhI71KoL._AC_SX679.jpg?v=1742673573,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andador-de-madera-multifuncional-para-bebes-y-ninos-pequenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/2.png?v=1742673573,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andador-de-madera-multifuncional-para-bebes-y-ninos-pequenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71rmDAFD0JL._AC_SX679.jpg?v=1742673573,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andador-de-madera-multifuncional-para-bebes-y-ninos-pequenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71EpQxGOB4L._AC_SX679.jpg?v=1742673573,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asiento-elevador-portatil-bright-starts-pop-n-sit-con-bandeja-para-interior-y-exterior-6-meses-3-anos,"Asiento Elevador Portátil Bright Starts Pop 'N Sit con Bandeja, para Interior y Exterior (6 Meses - 3 Años)","<p data-start=""194"" data-end=""418"" class="""">👶 <strong data-start=""197"" data-end=""237"">Silla 3 en 1 para Crecer con tu Bebé</strong><br data-start=""237"" data-end=""240"">Úsalo como asiento de suelo, silla de alimentación con bandeja desmontable o elevador para niños pequeños. Perfecto para paseos, comidas en casa, viajes de fin de semana y más.</p>
<p data-start=""420"" data-end=""624"" class="""">🏕️ <strong data-start=""424"" data-end=""458"">Ideal para Interior y Exterior</strong><br data-start=""458"" data-end=""461"">Llévalo contigo a picnics en el parque, viajes de campamento o visitas a casa de los abuelos. Incluye una práctica bolsa con correa para facilitar su transporte.</p>
<p data-start=""626"" data-end=""882"" class="""">👜 <strong data-start=""629"" data-end=""667"">Diseño Plegable y Fácil de Limpiar</strong><br data-start=""667"" data-end=""670"">Se pliega de forma compacta a solo <strong data-start=""705"" data-end=""724"">5 x 15 pulgadas</strong>. La bandeja es apta para lavavajillas y la funda del asiento es lavable a máquina. Además, cuenta con un bolsillo trasero para guardar pequeños esenciales.</p>
<p data-start=""884"" data-end=""1113"" class="""">✔️ <strong data-start=""887"" data-end=""908"">Seguro y Versátil</strong><br data-start=""908"" data-end=""911"">Diseño unisex en color gris, con <strong data-start=""944"" data-end=""978"">arnés de seguridad de 3 puntos</strong>, bandeja libre de BPA y correas para sujetarlo a una silla de adulto. Apto para bebés de <strong data-start=""1068"" data-end=""1088"">6 meses a 3 años</strong> o hasta <strong data-start=""1097"" data-end=""1110"">33 libras</strong>.</p>
<p data-start=""1115"" data-end=""1360"" class="""">🎁 <strong data-start=""1118"" data-end=""1165"">Regalo Perfecto para Familias en Movimiento</strong><br data-start=""1165"" data-end=""1168"">Un imprescindible para padres ocupados, abuelos y más. Gran opción para <strong data-start=""1240"" data-end=""1306"">baby showers, cumpleaños, Navidad y otras ocasiones especiales</strong>. ¡Fácil de ensamblar sin necesidad de herramientas!</p>",Baby Heaven,Baby & Toddler > Baby Transport > Baby & Toddler Car Seats > Booster Seats,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/0591/5448/files/BrightStartsPopNSitBooster.jpg?v=1742669974,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,gris-7,,,,,,,,,,6-meses-o-mas; 1-a-2-anos; 2-a-3-anos,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,998.00,active
asiento-elevador-portatil-bright-starts-pop-n-sit-con-bandeja-para-interior-y-exterior-6-meses-3-anos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/BrightStartsPopNSitBooster_5.jpg?v=1742669974,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asiento-elevador-portatil-bright-starts-pop-n-sit-con-bandeja-para-interior-y-exterior-6-meses-3-anos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/BrightStartsPopNSitBooster_6.jpg?v=1742669974,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asiento-elevador-portatil-bright-starts-pop-n-sit-con-bandeja-para-interior-y-exterior-6-meses-3-anos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/BrightStartsPopNSitBooster_2.jpg?v=1742669974,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asiento-elevador-portatil-bright-starts-pop-n-sit-con-bandeja-para-interior-y-exterior-6-meses-3-anos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/BrightStartsPopNSitBooster_3.jpg?v=1742669974,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asiento-elevador-portatil-bright-starts-pop-n-sit-con-bandeja-para-interior-y-exterior-6-meses-3-anos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/BrightStartsPopNSitBooster_4.jpg?v=1742669974,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corral-de-bebe-plegable-para-interior-y-exterior-con-toldo-y-bolsa-de-viaje,Corral de Bebé Plegable para Interior y Exterior con Toldo y Bolsa de Viaje,"<p data-start=""162"" data-end=""402"" class="""">🏡 <strong data-start=""165"" data-end=""195"">Espacio Seguro y Divertido</strong><br data-start=""195"" data-end=""198"">Crea un área de juego segura y cómoda para tu bebé con nuestro corral plegable. Diseñado para ofrecer comodidad y seguridad, es ligero, fácil de instalar y perfecto para usar en interiores y exteriores.</p>
<p data-start=""404"" data-end=""703"" class="""">⚡ <strong data-start=""406"" data-end=""441"">Fácil Ensamblaje y Portabilidad</strong><br data-start=""441"" data-end=""444"">Su diseño emergente con postes de soporte y estacas de suelo garantiza estabilidad y evita que se vuelque al aire libre. Solo despliega y presiona la parte superior para instalar. Su diseño compacto y ligero cabe perfectamente en la bolsa de viaje incluida.</p>
<p data-start=""705"" data-end=""909"" class="""">📏 <strong data-start=""708"" data-end=""735"">Amplio Espacio de Juego</strong><br data-start=""735"" data-end=""738"">Con un tamaño interior de <strong data-start=""764"" data-end=""778"">120x120 cm</strong> y una altura de <strong data-start=""795"" data-end=""805"">125 cm</strong>, ofrece un área espaciosa para que los bebés y niños pequeños exploren, gateen y jueguen cómodamente.</p>
<p data-start=""911"" data-end=""1145"" class="""">🔒 <strong data-start=""914"" data-end=""941"">Seguridad y Visibilidad</strong><br data-start=""941"" data-end=""944"">Incluye barandas resistentes y cierres de seguridad para mantener a tu bebé protegido. Los laterales de malla transpirable permiten una excelente ventilación y facilitan la supervisión de tu pequeño.</p>
<p data-start=""1147"" data-end=""1393"" class="""">☀️ <strong data-start=""1150"" data-end=""1169"">Toldo Protector</strong><br data-start=""1169"" data-end=""1172"">El toldo integrado protege a tu bebé de los rayos solares, ideal para aventuras al aire libre. Además, cuenta con una puerta con cremallera en la parte superior y lateral para una interacción fácil entre padres e hijos.</p>",Baby Heaven,Baby & Toddler > Baby Toys & Activity Equipment > Play Yards,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,1,deny,manual,3600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/0591/5448/files/SynueBabyPlaypen_2.jpg?v=1742669785,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,gris-6,,,desarrollo-de-habilidades-motoras; desarrollo-fisico,,,,,,,6-meses-o-mas,,,,,,,laterales-de-malla; mecanismo-de-bloqueo-seguro,plegable; portatil,,,,,,,,,,,,,,,,,,,,kg,,2316.00,active
corral-de-bebe-plegable-para-interior-y-exterior-con-toldo-y-bolsa-de-viaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/SynueBabyPlaypen.jpg?v=1742669784,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corral-de-bebe-plegable-para-interior-y-exterior-con-toldo-y-bolsa-de-viaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/SynueBabyPlaypen_1.jpg?v=1742669785,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corral-de-bebe-plegable-para-interior-y-exterior-con-toldo-y-bolsa-de-viaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/812ZQpV2pqL._AC_SX679.jpg?v=1742669785,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corral-de-bebe-plegable-para-interior-y-exterior-con-toldo-y-bolsa-de-viaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/81s3kEVOTdL._AC_SX679.jpg?v=1742669785,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corral-de-bebe-plegable-para-interior-y-exterior-con-toldo-y-bolsa-de-viaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71Q7twAp5cL._AC_SX679.jpg?v=1742669785,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corral-de-bebe-plegable-para-interior-y-exterior-con-toldo-y-bolsa-de-viaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71k16FsryXL._AC_SX679.jpg?v=1742669784,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cochecito-convertible-2-en-1-mompush-wiz-con-modo-moises-asiento-reversible-y-capota-upf-50,"Cochecito Convertible 2 en 1 Mompush Wiz con Modo Moisés, Asiento Reversible y Capota UPF 50+","<p data-start=""155"" data-end=""408"" class="""">🚼 <strong data-start=""158"" data-end=""190"">Diseñado para Crecer Contigo</strong><br data-start=""190"" data-end=""193"">Úsalo desde el nacimiento (compatible con asientos de auto Maxi-Cosi y Nuna, adaptador vendido por separado). Se transforma fácilmente de cochecito a moisés con reclinado total para la máxima comodidad de tu bebé.</p>
<p data-start=""410"" data-end=""566"" class="""">🔄 <strong data-start=""413"" data-end=""436"">Posición Reversible</strong><br data-start=""436"" data-end=""439"">El asiento ajustable permite que tu bebé viaje mirando hacia ti para mayor seguridad o hacia el mundo para mayor exploración.</p>
<p data-start=""568"" data-end=""747"" class="""">🛞 <strong data-start=""571"" data-end=""598"">Paseos Suaves y Cómodos</strong><br data-start=""598"" data-end=""601"">Ruedas giratorias de 360° con suspensión avanzada para una conducción sin esfuerzo. Manillar de piel sintética para un agarre cómodo y elegante.</p>
<p data-start=""749"" data-end=""912"" class="""">👜 <strong data-start=""752"" data-end=""783"">Ideal para Familias Activas</strong><br data-start=""783"" data-end=""786"">Diseño compacto con amplio espacio de almacenamiento bajo el asiento. Fácil de plegar para transportarlo sin complicaciones.</p>
<p data-start=""914"" data-end=""1112"" class="""">☀️ <strong data-start=""917"" data-end=""943"">Protección y Seguridad</strong><br data-start=""943"" data-end=""946"">Capota extensible con protección UPF 50+ y paneles de ventilación para una circulación óptima de aire. Incluye cubrepiés y protector de lluvia para cualquier clima.</p>",Baby Heaven,Baby & Toddler > Baby Transport > Baby Strollers > Travel Systems,"","",true,Estilo,Beige,,,,,,,,"",0.0,shopify,0,deny,manual,7800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/0591/5448/files/ProductImage.jpg?v=1742666857,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compacto,,recien-nacido; 0-a-24-meses,,,,,,,,,,,,,,,,,,,manillar-ajustable; toldo; plegable; asiento-reclinable; opciones-de-almacenamiento,giratorio,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/ProductImage.jpg?v=1742666857,kg,,5039.76,active
cochecito-convertible-2-en-1-mompush-wiz-con-modo-moises-asiento-reversible-y-capota-upf-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/ProductImage_4.jpg?v=1742666856,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cochecito-convertible-2-en-1-mompush-wiz-con-modo-moises-asiento-reversible-y-capota-upf-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/ProductImage_3.jpg?v=1742666857,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cochecito-convertible-2-en-1-mompush-wiz-con-modo-moises-asiento-reversible-y-capota-upf-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/ProductImage_2.jpg?v=1742666856,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cochecito-convertible-2-en-1-mompush-wiz-con-modo-moises-asiento-reversible-y-capota-upf-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/ProductImage_1.jpg?v=1742666856,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gimnasio-de-madera-para-bebes-con-6-juguetes,Gimnasio de madera para bebés con 6 juguetes,"<p class=""p1""><b>Material Seguro y Natural</b>: Fabricado en madera de pino sin tratar y cuidadosamente lijada para ofrecer una superficie suave y segura, libre de productos químicos. Este gimnasio para bebés garantiza un entorno natural y no tóxico para el juego.</p>
<p class=""p1""><b>Estimulante y Educativo</b>: Incluye juguetes de cuentas de madera y tres adorables juguetes de peluche con sonido. Diseñado con el enfoque Montessori, este gimnasio fomenta las habilidades motoras tempranas, brindando a los bebés elementos que pueden sostener y manipular para desarrollar su coordinación y destreza.</p>
<p class=""p1""><b>Diseño Modular y Versátil</b>: Su estructura desmontable permite intercambiar o agregar nuevos juguetes según las necesidades del bebé. Es fácil de montar, desmontar y plegar para un almacenamiento rápido.</p>
<p class=""p1""><b>Estilo Neutro y Elegante</b>: Con un color natural, este gimnasio para bebés se integra perfectamente en la mayoría de las habitaciones infantiles, añadiendo un toque de calidez y simplicidad.</p>
<p class=""p1""><b>Dimensiones Ideales</b>: Las medidas son cuidadosamente diseñadas para proporcionar estabilidad y accesibilidad: el ancho entre las patas es de 50 cm (19,7”), la profundidad es de 50 cm (19,7”) y la altura desde el suelo hasta la barra es de 45 cm (17,7”).</p>",Baby Heaven,Baby & Toddler > Baby Toys & Activity Equipment > Alphabet Toys,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,1,deny,manual,2200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/0591/5448/files/61eUPrhgGzL._AC_SX679.jpg?v=1731443429,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,beige; blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,madera; plastico,,,kg,,1439.75,active
gimnasio-de-madera-para-bebes-con-6-juguetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/61mSR4pqRBL._AC_SX679.jpg?v=1731443429,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gimnasio-de-madera-para-bebes-con-6-juguetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71PGLgHvM3L._AC_SX679.jpg?v=1731443429,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gimnasio-de-madera-para-bebes-con-6-juguetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/81udoQBzpzL._AC_SX679.jpg?v=1731443429,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gimnasio-de-madera-para-bebes-con-6-juguetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71tvWF-AJcL._AC_SX679.jpg?v=1731443429,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gimnasio-de-madera-para-bebes-con-6-juguetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71S6IHDV5rL._AC_SX679.jpg?v=1731443429,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banera-para-bebe-4-en-1-grow-with-me-de-frida-baby,Bañera para bebé 4 en 1 Grow-with-Me de Frida Baby,"<p class=""p1""><b>Desde Recién Nacido hasta Niño Pequeño</b>: Realiza una transición sin interrupciones con esta bañera diseñada para adaptarse a cada etapa del crecimiento de tu hijo, desde recién nacido hasta niño pequeño, ofreciendo comodidad y seguridad en cada paso.</p>
<p class=""p1""><b>Comodidad Máxima para Bebés y Niños Pequeños</b>: Equipado con un arnés inteligente, este diseño proporciona una cuna acogedora para los más pequeños y un asiento seguro y cómodo para los bebés y niños pequeños durante la hora del baño.</p>
<p class=""p1""><b>Seguridad Optimizada</b>: La barra del arnés y el asiento de baño están diseñados para mantener a tu bebé seguro en su lugar, asegurando estabilidad y tranquilidad en cada baño.</p>
<p class=""p1""><b>Diseño de Eslinga Práctico</b>: Incluye una hamaca de dos lados con ganchos seguros para un ajuste estable. El material es lavable a máquina y de secado rápido, proporcionando mayor comodidad y facilidad de uso.</p>
<p class=""p1""><b>Limpieza Simplificada</b>: Esta bañera cuenta con tapones de drenaje de fácil liberación, un gancho para secado rápido y pies antideslizantes, haciendo del baño un proceso conveniente, limpio y seguro.</p>",Baby Heaven,Baby & Toddler > Baby Bathing > Baby Bathtubs & Bath Seats,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,1,deny,manual,2800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71ok_FA6jWL._SY450.jpg?v=1731443278,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,verde; blanco,,,,,,,,,,0-a-24-meses; 1-a-2-anos; recien-nacido,plastico,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1829.25,active
banera-para-bebe-4-en-1-grow-with-me-de-frida-baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71LjTgM5zxL._SY450.jpg?v=1731443278,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banera-para-bebe-4-en-1-grow-with-me-de-frida-baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/71U9RXoD8mL._SY450.jpg?v=1731443278,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banera-para-bebe-4-en-1-grow-with-me-de-frida-baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/81nrO5SU0vL._SY450.jpg?v=1731443278,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banera-para-bebe-4-en-1-grow-with-me-de-frida-baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/61SKJW7HkJL._SY450.jpg?v=1731443278,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banera-para-bebe-4-en-1-grow-with-me-de-frida-baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/0591/5448/files/81cu6EciduL._SY450.jpg?v=1731443278,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
